iter	Passed	Remaining
1493	57099	133997
1494	57137	133958
1495	57177	133924
1496	57214	133882
1497	57256	133854
1498	57294	133815
1499	57321	133751
1500	57349	133687
1501	57375	133621
1502	57404	133562
1503	57424	133481
1504	57444	133401
1505	57461	133314
1506	57480	133232
1507	57502	133155
1508	57539	133116
1509	57577	133075
1510	57615	133037
1511	57671	133042
1512	57718	133024
1513	57762	132999
1514	57822	133009
1515	57944	133166
1516	58006	133180
1517	58028	133107
1518	58049	133028
1519	58075	132962
1520	58098	132889
1521	58118	132810
1522	58138	132729
1523	58158	132649
1524	58184	132584
1525	58214	132527
1526	58239	132460
1527	58257	132375
1528	58282	132308
1529	58300	132224
1530	58323	132152
1531	58347	132080
1532	58375	132020
1533	58398	131948
1534	58417	131867
1535	58437	131788
1536	58453	131700
1537	58478	131632
1538	58502	131564
1539	58524	131490
1540	58545	131415
1541	58565	131335
1542	58592	131274
1543	58612	131195
1544	58636	131124
1545	58653	131041
1546	58681	130981
1547	58704	130909
1548	58731	130846
1549	58826	130937
1550	58890	130957
1551	58950	130968
1552	59020	130999
1553	59047	130937
1554	59446	131699
1555	59540	131784
1556	59585	131761
1557	59615	131704
1558	59636	131627
1559	59656	131549
1560	59677	131473
1561	59697	131394
1562	59724	131333
1563	59748	131262
1564	59766	131179
1565	59790	131111
1566	59817	131049
1567	59845	130989
1568	59885	130955
1569	59920	130909
1570	59956	130866
1571	59996	130831
1572	60040	130806
1573	60062	130733
1574	60082	130656
1575	60110	130594
1576	60133	130524
1577	60156	130452
1578	60177	130378
1579	60200	130307
1580	60229	130248
1581	60248	130170
1582	60270	130097
1583	60446	130356
1584	60468	130282
1585	60495	130221
1586	60524	130163
1587	60556	130113
1588	60588	130062
1589	60622	130014
1590	60683	130026
1591	60742	130031
1592	60784	130001
1593	60817	129951
1594	60849	129901
1595	60888	129865
1596	60924	129823
1597	60957	129773
1598	60997	129739
1599	61030	129690
1600	61061	129637
1601	61114	129629
1602	61154	129594
1603	61174	129520
1604	61196	129446
1605	61221	129381
1606	61251	129324
1607	61435	129595
1608	61723	130084
1609	61750	130021
1610	61772	129948
1611	61810	129910
1612	61845	129864
1613	61882	129821
1614	61949	129844
1615	62002	129836
1616	62034	129784
1617	62111	129828
1618	62151	129793
1619	62195	129766
1620	62248	129758
1621	62276	129697
1622	62304	129636
1623	62331	129575
1624	62369	129536
1625	62418	129519
1626	62454	129476
1627	62506	129465
1628	62534	129406
1629	62566	129354
1630	62623	129354
1631	62671	129336
1632	62727	129334
1633	62813	129393
1634	62885	129425
1635	62946	129432
1636	62982	129389
1637	63004	129316
1638	63031	129254
1639	63048	129173
1640	63067	129094
1641	63092	129028
1642	63113	128953
1643	63141	128894
1644	63165	128827
1645	63204	128789
1646	63269	128804
1647	63309	128770
1648	63360	128758
1649	63437	128797
1650	63498	128804
1651	63534	128761
1652	63555	128687
1653	63602	128666
1654	63625	128596
1655	63644	128517
1656	63671	128457
1657	63693	128386
1658	63716	128316
1659	63741	128251
1660	63780	128213
1661	63826	128190
